Organisation name,Effective Date,Unique Property Reference Number,Unique Asset Identity,Name of the building/land or both,Street Name,Town,PostCode,X,Y,Tenure Type,Tenure Detail (see List),Holding Type
Rochdale,2021-22,,9999,Lincoln Street Land Park & Ride,Lincoln Street,Rochdale,,390097.3571,412602.0813,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10014,Bank Top Street Land,Bank Top Street,Heywood,,384828.4408,411054.5802,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10018,Dodgson Street-Oldham Road Land,Dodgson Street,Rochdale,OL16 5SJ,390289.031,412573.2777,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10019,Sparthbottoms Road Falcon Garage,Sparthbottoms Road,Rochdale,OL11 4HT,389025.2528,412796.2576,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10020,Middleton Gardens for Market,Manchester New Road,Middleton,,386885.919,405823.6099,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10022,Clough Street Middleton land at,0,Middleton,M24 2YJ,#N/A,#N/A,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10030,Rochdale Bus Station Hydro,Smith Street,Rochdale,,389914.2154,413332.7723,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10035,The Generation Centre,Dane Street,Rochdale,,389028.0661,412995.4284,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10039,Manchester Rd Cheltenham St,Manchester Road,Rochdale,OL11 3PT,388820.4018,411967.0024,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10045,Manchester Road (offices) Ground Leases,Manchester Road,Rochdale,OL11 4HY,389232.1397,412785.86,FREEHOLD,Leasehold (Out),Land & Buildings
Rochdale,2021-22,,10046,Gorton Street Heywood land,Gorton Street,Heywood,,386239.1307,410867.2288,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10049,Pinfold Shopping Precinct,Drake Street,Rochdale,OL16 1EF,389365.6174,412770.6917,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10050,Queens Drive Centre (former Kirkholt GP Practice),Queens Drive,Rochdale,OL12 2NP,389273.9259,411300.766,FREEHOLD,Leasehold (Out),Land & Buildings
Rochdale,2021-22,,10051,Milkstone Road 9a land adjacent,Milkstone Road,Rochdale,,389711.8603,412794.1687,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10054,Crawford Street (Car park),Crawford Street,Rochdale,,390650.38,412529.8014,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10056,"Woodbine Street Land adjacent to ""Chimneys""",Woodbine Street,Rochdale,,390364.6905,412325.5092,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10062,"Baron Street No 21, Rochdale",0,Rochdale,,389995.1341,413171.3306, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10072,Blossom Place/Penn Street Rochdale,Penn Street,Rochdale,OL16 1LA,389853.6002,413639.7007,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10091,Rochdale Market Site,Smith Street,Rochdale,,389687.104,413390.076,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10103,"ACF Hut, Sink Lane, Middleton",Ashton Lane,Middleton,,387233.9889,405576.9487,FREEHOLD,Leasehold (Out),Land & Buildings
Rochdale,2021-22,,10106,Lincoln Street-Lincoln Close,Lincoln Street,Rochdale,,390201.695,412546.1668,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10107,Bolton Road r/o 178-186 Parking Marland Fold,Bolton Road,Rochdale,OL11 4QX,387676.3648,411843.0337,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10131,Bridge Street Heywood Ground Leases,Bridge Street,Heywood,OL10 1JF,385159.1178,410863.0223,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10141,Moss Bridge Ground Lease,Moss Bridge Road,Rochdale,OL16 5HG,390959.3866,412655.5147,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10142,Mellor Street Land on the NE side,Mellor Street,Rochdale,,388805.3408,413386.8572,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10143,Springside Special School,Albert Royds Street,Rochdale,Ol16 2SU,390950.5095,414688.6659,FREEHOLD,Local Authority Occupied,Land & Buildings
Rochdale,2021-22,,10146,Aspinall Street/Woodfield Terrace Open Space,Aspinall Street,Heywood,,386087.1756,411234.7404, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10147,Latrigg Crescent Windermere Road,Latrigg Crescent,Middleton,,384917.1741,406601.1476, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10155,Springvale Mill Unit 14,#N/A,Rochdale,#N/A,387442.1362,405989.9377,FREEHOLD,Leasehold (Out),Land & Buildings
Rochdale,2021-22,,10158,Woodland Road West Side Land,#N/A,Rochda;e,#N/A,388220.9556,414444.7066,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10160,Moss Hall Road Land on the East side,Moss Hall Road,Heywood,,382998.4364,409899.4715,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10161,Oldham Road Middleton 323-325 Land RO,Oldham Road RO,Middleton,OL16 4LB,387930.8654,406065.2643,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10164,Oldham Road Middleton 327-331-Land RO,Oldham Road,Middleton,M24 2DN,387943.4421,406068.6003,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10166,Silk Street Land on the South Side,Silk Street,Rochdale,,388431.7946,411695.1846,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10167,Falinge Park High School,Falinge Road,Rochdale,OL12 6LD,388902.78,414255.2336,FREEHOLD,Local Authority Occupied,Land & Buildings
Rochdale,2021-22,,10174,Alma Industrial Estate Land,Princess Street,Rochdale,OL12 0HQ,389994.0661,414178.1088,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10183,"Alison House, Regent Street, Rochdale",Regent Street,Rochdale,OL12 OHQ,390179.7503,414011.524,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10190,Wellfield WMC Car Park,#N/A,Rochdale,#N/A,390393.606,412136.5661,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10197,Spotland Road Adj 170 Land,Spotland Road,Rochdale,,388920.3359,413782.2853,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10199,"Gowers Street, Entwistle Road, Weedon Street, Rochdale",Gowers Street,Rochdale,,390654.938,413803.958,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10200,Oldham Road Middleton 236/240 land adj,Oldham Road,Middleton,M24 2DP,387755.6606,405975.5714,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10201,Eagle Technology Park Queensway,Eagle Way,Rochdale,,390120.1786,411654.9243,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10203,Canal Street Gorrell Streel Land Rochdale,Gorrell Street,Rochdale,,390308.9116,412271.7949,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10205,Halliwell Street Land,Halliwell Street,Rochdale,,392293.4031,413171.0881,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10209,Latrigg Crescent Allotments,R/o Latrigg Crescent,Middleton,,385077.7338,406814.1433,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10218,Waterfold Park Heap Bridge Heywood,Waterfold Park,Heywood,,382340.3535,410433.8232,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10226,Balmoral Drive Heywood Land & Buildings,Balmoral Drive,Heywood,,384255.2071,410399.898,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10236,Peel Lane Heywood Land off UU Leases,Peel Lane,Heywood,,384840.5505,411199.8378,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10237,Bury Street Duke Street Albert Street Land Heywood,Duke Street,Heywood,,384576.723,410763.9373,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10238,Springfield Avenue Littleborough Land,Springfield Avenue,Littleborough,,393179.6262,417189.7795,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10243,Cherwell Avenue Land to the NE side of,Cherwell Avenue,Heywood,,384759.8479,411184.9885,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10245,Hudson's Walk Gas Governor,Hudson's Walk,Rochdale,,388074.6289,413362.365,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10248,The Music Service  - The Butts7-11 & 15-17 The Walk Rochdale,0,Rochdale,,389662.9767,413413.4438,FREEHOLD,Local Authority Occupied,Land & Buildings
Rochdale,2021-22,,10253,Boardman Lane land to the NE,Boardman Lane,Middleton,,385020.8925,405616.8572, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10258,George Street Leigh Street Heywood,Leigh Street,Heywood,,384953.992,410941.2846, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10259,Summit Street Norfolk Avenue and Hillcrest Avenue Land,Hillcrest Avenue,Heywood,,384028.6888,411018.7592,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10260,Bury New Road Summit Street Land,Summit Street,Heywood,,383950.5478,410817.7605,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10261,Summit Street Heywood land to the West of,Summit Street,Heywood,,383967.93,410979.5411,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10262,Bury New Road To Avon Road Heywood Land,Avon Road,Heywood,,384046.9458,410826.4755,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10263,Higher Lomax Lane Bury New Road Heywood Land,Bury New Road,Heywood,,384154.8718,410847.1985,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10264,Tamar Way Ribble Grove Higher Lomax Lane and The Medway Land,Higher Lomax Lane & The Medway,Heywood,,384258.4373,411377.002,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10267,Collinge Street Football Field,East of George Street,Heywood,,385109.8725,410944.2057,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10269,Bridge Street Kay Brow Heywood land,Kay Brow,Heywood,,385010.0823,410782.6238,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10270,Margaret Street Heywood Land,0,Heywood,,384879.771,410724.5988,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10271,Pilsworth Road Bridge Street Heywood Land,Bridge Street,Heywood,,384945.0992,410761.0839, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10272,Agincourt Street Heywood Car Park,Agincourt Street,Heywood,,384841.8377,410594.1983, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10273,New York Street Heywood land to the S of,New York Street,Heywood,,384898.0494,410543.8459, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10274,Regent Street Pilsworth Road Heywood land,Pilsworth Road,Heywood,,384918.3084,410494.7993, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10275,Short Street Pilsworth Road Heywood land,Pilsworth Road,Heywood,,384937.8668,410409.8556,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10276,Egerton Street Pilsworth Road Heywood Land,Pilsworth Road,Heywood,,384935.7416,410228.8668,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10277,"Harris Close, Heywood 23-31 land to the rear of",0,Heywood,,383329.0435,410250.1466,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10278,Sutherland Road Heywood Playing Field Land,Sutherland Road,Heywood,,383206.1169,410129.8432,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10282,"Bury Street S of Rosehill Street W of Heywood, Land",West of Rosehill Street,Heywood,,384655.1648,410729.4384,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10283,Moss Hall Road Heywood land Lay-by,Moss Hall Road,Heywood,,383279.4532,409574.258,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10284,Bury New Road Heap Bridge Grassed Area,Bury New Road,Heywood,,382359.2958,410524.3338,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10285,Waterfold Lane Heap Bridge path between 27-31,Waterfold Lane,Heywood,,382302.7597,410419.8105,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10288,Wham Street Bury Street Heywood,Bury Street,Heywood,,384511.8004,410758.036,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10289,East Lancs Railway Line,0,Heywood,,382996.4815,410011.14,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10293,Oldham Road and Platting Lane Rochdale land at the junction,Platting Lane,Rochdale,,390434.0847,411489.4747,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10304,Heywood Station Railway Street Land,Railway Street,Heywood,,386346.3204,410318.951,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10305,"Railway Street, Heywood Land",0,Heywood,,386135.972,410355.6426,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10306,Cowburn Street Heywood Land on the NW side of,Cowburn Street,Heywood,,386096.6706,410326.255, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10307,"Hardfield Street, Heywood. Land on the NW side of",Hardfield Street,Heywood,,385757.3509,410557.8484,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10308,"Hornby Street, Heywood land on the West side of",Hornby Street,Heywood,,385699.7366,410440.413,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10309,Stanley Street Heywood site of 53,Stanley Street,Heywood,,385680.6564,410414.1241,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10310,Broad Lane Rochdale land at,Broad Lane,Rochdale,,390582.3945,411377.3317,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10313,Cloverdale Hotel Land adjoining 280 Entwistle Road Rochdale,Entwistle Road,Rochdale,,390676.1665,413968.5089, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10314,Park Road Rochdale Land to the East of,Park Road,Rochdale,,390503.9787,414196.7448,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10320,"Kirkway Land E side of, and Cheltenham Road Land SW side of",Cheltenham road,Middleton,,387354.6811,404498.1347,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10323,"Oldham Road Middleton, Land Adj 310 (The Nowster)",Oldham Road,Middleton,,388036.3476,406028.1496,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10330,"Queens Park Road, Heywood. Land on the West side of",Queens Park Road,Heywood,,385632.3966,411658.0034,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10331,Abbey Crescent Heywood Land on the NE of,Abbey Crescent,Heywood,,385116.7188,411766.7418,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10332,Abbey Crescent Heywood land on the NW of,Abbey Crescent,Heywood,,384943.7288,411763.888,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10333,"Melrose Avenue, Heywood land at",Melrose Avenue,Heywood,,385481.4242,411482.0849,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10338,Broadfield Car Park P & D,Church Lane,Rochdale,,389727.03,413281.0293,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10339,"Eastgate Street P & D Car Park, Rochdale",0,Rochdale,,389877.2466,413750.2857,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10340,High Street Rochdale P & D Car Park,0,Rochdale,,389708.0018,413729.1037,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10342,Tweedale Street Kent Street Car Park,Kent Street,Rochdale,,389696.8123,412604.4605,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10343,St James Street Wilton Street land Heywood,Wilton Street,Heywood,,388716.1335,411901.8556,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10344,Milkstone Road Rochdale land to the East side,Milkstone Road,Rochdale,,389730.1779,412762.7242,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10350,Miller Street No 131 Land,Miller Street,Heywood,,386067.0833,411146.65, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10351,Summer Castle No4,Summer Castle,Rochdale,,389999.271,413172.9073, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10353,"Croft Head Barn, Knacks Lane",Knacks Lane,Rochdale,,390654.938,413803.958,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10368,Millgate land adj Watch Hall,Millgate,Rochdale,,391110.111,414791.909,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10370,Manchester St Brierley St Bradshaw St & Russell St Heywood,Bradshaw Street Russell St,Heywood,,386004.7936,410577.0009,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10371,Derby Street Heywood former site of 26 & 28,Derby Street,Heywood,,384615.7324,410901.4228,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10373,Manchester Road - Land south and North West sides,Manchester Road,Rochdale,,388735.2885,411965.9167,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10374,Manchester Road Rochdale LH Land on the NE Side,Manchester Road,Rochdale,,389165.6248,412348.2075, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10376,"Ouzle Hall Land, Heywood",Ouzle Hall,Heywood,,385071.141,411931.488,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10377,Clarke Brow Middleton land on the SW of,Clarke Brow,Middleton,,387221.3463,406347.6965,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10378,Rodney Street Rochdale land on the E side of,Rodney Street,Rochdale,,385071.141,411931.488,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10381,Brickfield Street land Adj 5 Halifax Road,5 Brickfield Street,Rochdale,,390958.7992,414878.9176,FREEHOLD,FALSE,Land
Rochdale,2021-22,,10383,"Tonge Street, Rochdale, Land to the South side of",Tonge Street,Rochdale,,390141.1955,412872.7809,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10384,Clough Lane Heywood Land,Bury and Rochdale Old Road,Heywood,,385308.2478,411978.0363,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10385,Whitehall Street former site of 90,Whitehall Street,Rochdale,,389662,414113,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10388,Oldham Road & Ainsworth Street Land Adj,Ainsworth Street,Rochdale,,390244.7996,412767.0912,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10389,Miller St Land Adj to Supreme House,Miller Street,Heywood,,385926.3408,410939.9082,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10392,Moss Row Community Allotment,Moss Row,Rochdale,,385945.2831,414404.9698,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10393,"Manchester Street, 105/115 & 117/123, Heywood",Manchester Street,Heywood,,386060.5057,410422.9401,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10394,Clementina Street Miscellaneous Site,Clementina Street,Rochdale,,389774.209,414196.0346,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10395,Schofield Street Queensway Land,Schofield Street,Rochdale,,390268.2906,411920.9206,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10398,"Aspinall Street, Heywood land adj 82",Aspinall Street,Heywood,,386088.5371,410991.1225,FREEHOLD,Vacant,Land
Rochdale,2021-22,,10399,"Smallshaw Road, Lanehead Land on the SE side of",Smallshaw Road,Rochdale,OL12 6BH,387249.9469,415877.6208,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10400,Holmes Street Car Park Land,Holmes Street,Rochdale,,388919.1653,413329.0661,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10401,"Hollin Lane, Middleton, Land on the west side of",Hollin Lane,Middleton,,386593.1328,407230.9165,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10407,"Yorkshire Street, 56 Land Rochdale",Yorkshire Street,Rochdale,OL16 1JW,389705.748,413509.9558,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10408,Woodgate Avenue Rochdale land to the South of,Woodgate Avenue,Rochdale,,387513.1555,412624.6001,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10414,"Hornby Street Heywood, Land to the East side of",Land to the East,Heywood,,385716.2615,410390.492,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10419,Barnes Meadows Land to the East Side (1),Barnes Meadows,Littleborough,,394504.025,418116.143,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10420,Hare Hill Allotments Littleborough,0,Littleborough,,393500.769,416833.5838,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10421,Birch Road/Birch Hill Chase Open Space,Birch Roa,Rochdale,,391783.9442,416092.256,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10422,Athol Street Car Park (1),Athol Street,Rochdale,,390639.0695,414459.2005,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10423,Longford Street Car Park (3),0,Heywood,OL10 4NH,385567.5079,410854.8125,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10425,Brooke House Morton Street  Middleton,Morton Street,Middleton,M24 6AN,387304.8487,406240.8639,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10426,Clarkes Lane Falinge Road Gas Governor,Falinge Road,Rochdale,,389050.9097,414082.7227,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10431,Coppingford Close & Ellenrod Drive Land,0,Rochdale,,387255.8875,414574.4146,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10434,Ings Lane Land Former School Playing Fields,0,Rochdale,,388116.7486,414105.2969,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10435,Manchester Road Rochdale Land Adj 333,Manchester Road,Rochdale,OL11 3PQ,388673.65,411953.9986,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10436,Manchester Road 438-440 Rochdale Commercial Leases,Manchester Road,Rochdale,,388384.3786,411791.3688,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10437,Sparthbottom Open Space,Corporation Road,Rochdale,,388867.1261,413008.2096,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10438,Phoenix Street Land,0,Middleton,,388177.0288,414280.0319,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10439,Springfield St/ Wham St Playground Area,Playground Area,Heywood,,384481.9132,410902.5939,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10440,Brassey St/ Clough Rd Bowling Green,0,Middleton,,387371.9919,406722.2998,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10441,Milkstone Road Ground Lease,Milkstone Place,Rochdale,,389756.7863,412569.1882,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10443,"Harvard Street, Rochdale land on the W side of",Harvard Street,Rochdale,,390393.587,411688.9149,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10445,"Oldham Road 515 & 517, Rochdale",Oldham Road,Rochdale,,390461.8348,411559.0833,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10448,"Bamford Heights, land Adjacent off Bamford Road, Heywood",Off Bamford Road,Heywood,,,,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10449,Dodgson Street Industrial Estate Phase 2,#N/A,Rochdale,,390429.0236,412525.5035,FREEHOLD,Leasehold (Out),Land & Buildings
Rochdale,2021-22,,10451,"HMRF 53 Bonscale Crescent, Middleton",Bonscale Crescent,Middleton,,386458.9475,407513.0986,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10453,Boarshaw Recreation Area & Kickpitch,0,Middleton,,387765.1768,407177.1224,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10467,Phoenix Close Industrial Land,#N/A,Heywood,,386607.1364,409998.7596,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10469,Cedar Lane land,Cedar Lane,Rochdale,OL16 4LD,393555.4862,411354.7051,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10474,Cronkeyshaw Common,0,Rochdale,,389839.7752,415030.8113,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10476,Prickshaw Land,0,Rochdale,,387692.4472,416412.1131,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10478,Ings Lane  land adj Spotland Library,Ings Lane,Rochdale,,388120.2682,414034.4057,FREEHOLD,Vacant,Land
Rochdale,2021-22,,10480,"Heap Bridge, Bury New Road land adj. Nos. 24 & 34",Bury New Road,Heywood,,382449.369,410553.3937,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10493,Limetree Road Car Parks,Limetree Road,Middleton,,386651.6368,405766.0106,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10494,Manchester Road Parking,Manchester Road,Rochdale,,389177.8235,412502.0398,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10496,Former Sewage Works Milnrow Land Only,0,Rochdale,,392322.1849,413335.1917,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10500,Barnes Meadows Gas Governor,Barnes Meadows,Littleborough,,394427.9296,417829.1095,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10501,Platting Lane Gas Governor,Platting Lane,Rochdale,,390419.0329,411476.5853,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10503,Yeomans Close land,Yeomans Close,Rochdale,,392733.2829,413247.4879,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10505,Touchet Hall Road Middeton,Touchet Hall Road,Middleton,M24 2RP,388943.491,407370.9672,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10514,Stanycliffe Lane Land,Stanycliffe Lane,Middleton,,388095.2531,407427.9742,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10515,Andover Avenue Land,Andover Avenue,Middleton,M24 1JG,388038.6761,404264.0536,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10516,Arden Avenue Land,Arden Way,Middleton,M24 1PW,387828.9541,404415.2566,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10517,Springfield Avenue Land,Springfield Avenue,Littleborough,,392994.5509,417043.9217,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10519,Rake Terrace Land,Rake Terrace,Littleborough,,394323.9021,416541.2156,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10520,Barnes Meadows Calderbrook Land,Barnes Meadows,Littleborough,,394313.4143,418063.5498,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10521,East Street Land,East Street,Littleborough,,394044.8315,416381.5513,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10522,Hollingworth Road Land,Hollingworth Road,Littleborough,,393723.8112,416116.6186,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10523,Lea Bank Land,Lea Bank,Littleborough,,393381.3432,416763.0321,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10524,Lyndale Drive Land,Lyndale Drive,Littleborough,,393472.8221,416614.8045,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10525,Featherstall Brook Land,Featherstall Brool,Littleborough,,393221.0424,415967.3228,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10526,Ash Grove Land,Ash Grove,Littleborough,,392729.9009,416416.4213,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10527,Mill Race Land,Mill Race,Rochdale,,394727.5143,417473.2988,FREEHOLD,Local Authority Occupied,Land
